id_imovel,localidade,tipo,area_m2,quartos,banheiros,vagas_garagem,idade_anos,preco_venda
IMV-11343,Lago Norte,Casa,579.0,5.0,6.0,3.0,16.0,4618675.0
IMV-11344,Vila Boa,Casa,253.0,3.0,4.0,4.0,27.0,270865.0
IMV-11345,Cidade Ocidental,Casa,160.0,3.0,4.0,2.0,1.0,417425.0
IMV-11346,Samambaia,Apartamento,102.0,2.0,2.0,2.0,3.0,454402.0
IMV-11347,Varjão,Casa,228.0,4.0,5.0,2.0,11.0,724593.0
IMV-11348,Riacho Fundo II,Apartamento,86.0,2.0,2.0,,17.0,273214.0
IMV-11349,Cidade Ocidental,Casa,463.0,3.0,3.0,4.0,9.0,1229177.0
IMV-11350,Cruzeiro,Apartamento,166.0,4.0,3.0,1.0,33.0,934297.0
IMV-11351,São João d’Aliança,,534.0,5.0,5.0,2.0,14.0,862360.0
IMV-11352,Valparaíso de Goiás,Apartamento,69.0,,2.0,0.0,,182750.0
IMV-11353,São João d’Aliança,Casa,136.0,3.0,,2.0,25.0,191470.0
IMV-11354,Niquelândia,Casa,552.0,3.0,5.0,4.0,9.0,898967.0
IMV-11355,Cabeceiras,Casa,550.0,5.0,7.0,3.0,22.0,770337.0
IMV-11356,Núcleo Bandeirante,Casa,360.0,3.0,4.0,4.0,37.0,1054604.0
IMV-11357,Park Way,Casa,349.0,4.0,6.0,2.0,22.0,2012731.0
IMV-11358,Itapoã,Casa,200.0,4.0,6.0,3.0,20.0,456487.0
IMV-11359,São João d’Aliança,Casa,155.0,5.0,5.0,3.0,23.0,276965.0
IMV-11360,Itapoã,Apartamento,129.0,2.0,1.0,2.0,0.0,458230.0
IMV-11361,Taguatinga,,127.0,4.0,5.0,2.0,10.0,664295.0
IMV-11362,SCIA / Estrutural,Casa,155.0,3.0,5.0,4.0,24.0,336410.0
IMV-11363,Simolândia,Casa,347.0,4.0,5.0,2.0,9.0,560787.0
IMV-11364,Goianésia,Casa,203.0,,3.0,3.0,40.0,316345.0
IMV-11365,Planaltina,Apartamento,145.0,,1.0,2.0,16.0,353943.0
IMV-11366,SIA,Apartamento,116.0,4.0,2.0,,12.0,643723.0
IMV-11367,Sudoeste / Octogonal,Apartamento,117.0,1.0,1.0,2.0,20.0,
IMV-11368,Vicente Pires,Casa,150.0,5.0,6.0,2.0,20.0,
IMV-11369,Padre Bernardo,Casa,198.0,5.0,7.0,,1.0,455316.0
IMV-11370,Água Fria de Goiás,Casa,361.0,3.0,5.0,3.0,5.0,576418.0
IMV-11371,Cruzeiro,Apartamento,176.0,1.0,1.0,2.0,35.0,902790.0
IMV-11372,Planaltina (GO),Casa,390.0,5.0,6.0,2.0,14.0,775559.0
IMV-11373,Samambaia,Apartamento,59.0,,2.0,1.0,12.0,207854.0
IMV-11374,Santo Antônio do Descoberto,Casa,536.0,3.0,4.0,3.0,26.0,1047819.0
IMV-11375,Varjão,Apartamento,166.0,3.0,3.0,2.0,26.0,402404.0
IMV-11376,Formosa,Casa,417.0,4.0,4.0,4.0,10.0,1460123.0
IMV-11377,Asa Sul,Apartamento,170.0,4.0,4.0,1.0,14.0,1421557.0
IMV-11378,Mimoso de Goiás,,299.0,5.0,7.0,2.0,28.0,285669.0
IMV-11379,Riacho Fundo,Casa,479.0,5.0,5.0,4.0,32.0,1478811.0
IMV-11380,Cristalina,Casa,287.0,5.0,6.0,2.0,32.0,553981.0
IMV-11381,SCIA / Estrutural,Apartamento,111.0,1.0,1.0,1.0,21.0,
IMV-11382,Asa Norte,,75.0,3.0,2.0,2.0,1.0,703775.0
IMV-11383,SIA,Apartamento,55.0,4.0,,0.0,,293255.0
IMV-11384,Asa Norte,Apartamento,59.0,3.0,2.0,0.0,24.0,
IMV-11385,Ponte Alta,Casa,417.0,5.0,5.0,2.0,5.0,988031.0
IMV-11386,Luziânia,Casa,430.0,5.0,7.0,4.0,38.0,699818.0
IMV-11387,Cabeceiras,Casa,277.0,4.0,4.0,3.0,28.0,400560.0
IMV-11388,Águas Claras,Apartamento,98.0,1.0,1.0,2.0,25.0,560558.0
IMV-11389,Arniqueira,Casa,338.0,3.0,5.0,2.0,24.0,
IMV-11390,Novo Gama,Casa,574.0,5.0,6.0,,6.0,1374314.0
IMV-11391,SCIA / Estrutural,Apartamento,84.0,2.0,1.0,2.0,29.0,159034.0
IMV-11392,Cabeceira Grande,Casa,266.0,4.0,5.0,3.0,4.0,377030.0
IMV-11393,Cabeceiras,Casa,474.0,4.0,,,1.0,
IMV-11394,Sudoeste / Octogonal,Apartamento,139.0,1.0,1.0,1.0,0.0,1849724.0
IMV-11395,Santo Antônio do Descoberto,Casa,372.0,3.0,4.0,3.0,30.0,542336.0
IMV-11396,Ceilândia,Casa,291.0,5.0,6.0,4.0,27.0,894640.0
IMV-11397,Riacho Fundo II,Apartamento,122.0,4.0,2.0,2.0,28.0,336737.0
IMV-11398,Valparaíso de Goiás,Apartamento,137.0,3.0,3.0,2.0,40.0,293702.0
IMV-11399,Simolândia,Casa,373.0,3.0,3.0,2.0,13.0,541118.0
IMV-11400,Pirenópolis,Casa,193.0,5.0,7.0,4.0,22.0,768102.0
IMV-11401,,Casa,239.0,4.0,6.0,,12.0,506046.0
IMV-11402,Cidade Ocidental,Casa,522.0,3.0,5.0,4.0,35.0,
IMV-11403,Noroeste,Apartamento,73.0,4.0,4.0,2.0,17.0,872154.0
IMV-11404,Planaltina,Casa,245.0,5.0,7.0,2.0,20.0,639666.0
IMV-11405,Sol Nascente / Pôr do Sol,Apartamento,56.0,3.0,3.0,1.0,26.0,
IMV-11406,Mimoso de Goiás,Casa,515.0,3.0,3.0,4.0,37.0,505527.0
IMV-11407,Goianésia,Casa,397.0,3.0,4.0,2.0,34.0,771914.0
IMV-11408,Cocalzinho de Goiás,Casa,584.0,3.0,5.0,4.0,,924142.0
IMV-11409,Noroeste,Apartamento,,4.0,3.0,2.0,20.0,806313.0
IMV-11410,Sudoeste / Octogonal,Apartamento,169.0,2.0,1.0,2.0,8.0,2004249.0
IMV-11411,,Casa,187.0,5.0,5.0,4.0,7.0,632126.0
IMV-11412,Alto Paraíso de Goiás,Casa,500.0,3.0,4.0,2.0,33.0,1615119.0
IMV-11413,Alto Paraíso de Goiás,Casa,499.0,3.0,5.0,2.0,8.0,2188798.0
IMV-11414,,Apartamento,52.0,2.0,2.0,0.0,29.0,137475.0
IMV-11415,,Apartamento,75.0,1.0,1.0,2.0,16.0,226414.0
IMV-11416,Luziânia,Casa,559.0,3.0,4.0,4.0,5.0,1456454.0
IMV-11417,Vila Boa,Casa,236.0,5.0,6.0,,2.0,324668.0
IMV-11418,Cruzeiro,Apartamento,141.0,3.0,2.0,2.0,31.0,648707.0
IMV-11419,Guará,Apartamento,60.0,4.0,2.0,0.0,9.0,380005.0
IMV-11420,Candangolândia,Casa,147.0,4.0,5.0,2.0,4.0,623322.0
IMV-11421,Valparaíso de Goiás,Apartamento,74.0,4.0,2.0,2.0,3.0,212813.0
IMV-11422,,Casa,147.0,3.0,4.0,2.0,17.0,366772.0
IMV-11423,Cabeceira Grande,Casa,575.0,5.0,6.0,3.0,32.0,606258.0
IMV-11424,Riacho Fundo II,Casa,416.0,5.0,6.0,3.0,18.0,994689.0
IMV-11425,Jardim Botânico,Casa,167.0,3.0,4.0,2.0,35.0,851255.0
IMV-11426,Lago Norte,Casa,367.0,5.0,7.0,3.0,28.0,2379396.0
IMV-11427,Formosa,Casa,517.0,4.0,4.0,3.0,10.0,1574703.0
IMV-11428,Samambaia,Apartamento,41.0,3.0,3.0,1.0,40.0,119946.0
IMV-11429,Sobradinho,Casa,529.0,4.0,4.0,4.0,31.0,1582725.0
IMV-11430,Cidade Ocidental,Casa,302.0,3.0,4.0,2.0,0.0,771803.0
IMV-11431,Água Quente,Casa,158.0,5.0,5.0,3.0,27.0,272075.0
IMV-11432,Santo Antônio do Descoberto,Casa,516.0,,3.0,3.0,18.0,1107695.0
IMV-11433,Brazlândia,Casa,203.0,3.0,3.0,3.0,33.0,475759.0
IMV-11434,Recanto das Emas,Apartamento,70.0,2.0,1.0,1.0,,165529.0
IMV-11435,Cristalina,Casa,596.0,3.0,,,13.0,1840528.0
IMV-11436,Fercal,Casa,334.0,3.0,3.0,2.0,3.0,770932.0
IMV-11437,Cristalina,Casa,378.0,4.0,6.0,3.0,32.0,
IMV-11438,Alto Paraíso de Goiás,,340.0,3.0,3.0,3.0,28.0,1142446.0
IMV-11439,Mimoso de Goiás,Casa,424.0,5.0,7.0,4.0,4.0,
IMV-11440,Sobradinho II,Casa,131.0,5.0,6.0,3.0,27.0,
IMV-11441,Jardim Botânico,Casa,249.0,4.0,4.0,2.0,40.0,1105206.0
IMV-11442,Guará,Casa,432.0,4.0,6.0,3.0,32.0,2025379.0
IMV-11443,Alvorada do Norte,Casa,518.0,,6.0,4.0,28.0,539558.0
IMV-11444,Recanto das Emas,Apartamento,148.0,,2.0,1.0,9.0,407232.0
IMV-11445,Riacho Fundo II,Apartamento,77.0,1.0,1.0,1.0,22.0,223718.0
IMV-11446,,Casa,467.0,4.0,5.0,4.0,36.0,662827.0
IMV-11447,Recanto das Emas,,367.0,3.0,3.0,,18.0,1075624.0
IMV-11448,Lago Norte,Casa,160.0,,4.0,2.0,21.0,1154112.0
IMV-11449,Novo Gama,Casa,353.0,5.0,,,23.0,600112.0
IMV-11450,Vila Boa,,442.0,5.0,7.0,,26.0,433337.0
IMV-11451,,Casa,192.0,5.0,7.0,3.0,,695421.0
IMV-11452,Luziânia,Casa,329.0,5.0,7.0,2.0,27.0,642137.0
IMV-11453,Núcleo Bandeirante,Casa,461.0,4.0,4.0,4.0,36.0,1605346.0
IMV-11454,Lago Norte,Casa,323.0,,5.0,3.0,31.0,2208782.0
IMV-11455,Luziânia,Casa,484.0,4.0,5.0,2.0,19.0,1003296.0
IMV-11456,Vila Propício,Casa,240.0,5.0,5.0,3.0,20.0,275251.0
IMV-11457,Cabeceira Grande,Casa,150.0,,5.0,2.0,16.0,189821.0
IMV-11458,Fercal,Casa,434.0,3.0,3.0,2.0,22.0,810254.0
IMV-11459,Lago Sul,Casa,296.0,3.0,3.0,4.0,28.0,2797628.0
IMV-11460,Recanto das Emas,Casa,564.0,4.0,6.0,3.0,30.0,
IMV-11461,Vila Propício,Casa,553.0,5.0,7.0,4.0,10.0,710096.0
IMV-11462,Águas Lindas de Goiás,Apartamento,179.0,3.0,,2.0,12.0,432782.0
IMV-11463,Ceilândia,Apartamento,103.0,3.0,1.0,2.0,26.0,313977.0
IMV-11464,Taguatinga,Casa,438.0,4.0,6.0,,13.0,1691352.0
IMV-11465,,Apartamento,88.0,1.0,1.0,1.0,25.0,398923.0
IMV-11466,Cavalcante,Casa,206.0,5.0,5.0,4.0,13.0,417755.0
IMV-11467,Pirenópolis,Casa,,4.0,5.0,2.0,27.0,666646.0
IMV-11468,Pirenópolis,,346.0,4.0,4.0,2.0,,1005836.0
IMV-11469,,Casa,143.0,5.0,,,1.0,377945.0
IMV-11470,Recanto das Emas,Casa,251.0,5.0,6.0,2.0,3.0,800166.0
IMV-11471,Park Way,Casa,305.0,3.0,5.0,2.0,37.0,1694079.0
IMV-11472,Niquelândia,Casa,555.0,3.0,4.0,4.0,10.0,
IMV-11473,Paranoá,Casa,460.0,5.0,5.0,2.0,2.0,1389305.0
IMV-11474,Cidade Ocidental,Casa,342.0,,5.0,3.0,8.0,916393.0
IMV-11475,Água Fria de Goiás,Casa,455.0,5.0,7.0,3.0,12.0,722897.0
IMV-11476,Sobradinho II,Casa,484.0,4.0,5.0,3.0,11.0,1408639.0
IMV-11477,Vicente Pires,Casa,567.0,4.0,6.0,3.0,15.0,2303531.0
IMV-11478,Gama,Casa,272.0,,3.0,2.0,35.0,893585.0
IMV-11479,Riacho Fundo II,Casa,398.0,5.0,7.0,3.0,38.0,834258.0
IMV-11480,Sobradinho,Casa,569.0,3.0,3.0,3.0,32.0,1833912.0
IMV-11481,Abadiânia,Casa,585.0,3.0,4.0,3.0,32.0,805100.0
IMV-11482,Asa Norte,Apartamento,114.0,3.0,1.0,1.0,31.0,859247.0
IMV-11483,Gama,,585.0,,6.0,3.0,25.0,
IMV-11484,,Casa,302.0,4.0,5.0,4.0,37.0,334487.0
IMV-11485,Padre Bernardo,Casa,389.0,3.0,5.0,3.0,38.0,570707.0
IMV-11486,Sobradinho,Casa,278.0,4.0,6.0,3.0,8.0,1007217.0
IMV-11487,Noroeste,Apartamento,95.0,3.0,2.0,1.0,6.0,1103308.0
IMV-11488,Jardim Botânico,Casa,505.0,5.0,5.0,4.0,13.0,2875796.0
IMV-11489,Pirenópolis,Casa,192.0,4.0,6.0,3.0,1.0,857083.0
IMV-11490,Jardim Botânico,Casa,413.0,3.0,3.0,,22.0,1947878.0
IMV-11491,Lago Sul,Casa,,4.0,5.0,4.0,37.0,2545711.0
IMV-11492,Cruzeiro,Apartamento,88.0,3.0,3.0,2.0,7.0,662489.0
IMV-11493,Pirenópolis,Casa,463.0,3.0,3.0,4.0,16.0,1582536.0
IMV-11494,Cristalina,Casa,555.0,4.0,4.0,3.0,6.0,1745060.0
IMV-11495,Goianésia,Casa,598.0,5.0,,4.0,18.0,1149507.0
IMV-11496,,Casa,369.0,3.0,4.0,2.0,30.0,581788.0
IMV-11497,Taguatinga,Apartamento,165.0,4.0,3.0,1.0,0.0,836835.0
IMV-11498,Flores de Goiás,Casa,516.0,5.0,7.0,3.0,25.0,698086.0
IMV-11499,Cristalina,Casa,483.0,3.0,5.0,2.0,26.0,1032092.0
IMV-11500,São João d’Aliança,Casa,365.0,4.0,5.0,2.0,8.0,723529.0
IMV-11501,Park Way,Casa,288.0,4.0,5.0,2.0,7.0,2052439.0
IMV-11502,Vila Propício,,145.0,,5.0,4.0,8.0,184530.0
IMV-11503,Lago Sul,Casa,290.0,3.0,5.0,3.0,28.0,2417181.0
IMV-11504,SCIA / Estrutural,Casa,426.0,3.0,5.0,3.0,34.0,879650.0
IMV-11505,Candangolândia,Apartamento,104.0,3.0,2.0,1.0,13.0,397754.0
IMV-11506,Sol Nascente / Pôr do Sol,Apartamento,76.0,2.0,1.0,1.0,4.0,198998.0
IMV-11507,Cocalzinho de Goiás,Casa,282.0,3.0,5.0,,5.0,597141.0
IMV-11508,Lago Norte,Casa,211.0,3.0,4.0,3.0,19.0,1799371.0
IMV-11509,Recanto das Emas,Apartamento,124.0,1.0,1.0,2.0,0.0,345510.0
IMV-11510,São Sebastião,Apartamento,152.0,1.0,1.0,1.0,36.0,402298.0
IMV-11511,,Casa,295.0,4.0,6.0,4.0,25.0,437165.0
IMV-11512,Varjão,Apartamento,167.0,2.0,1.0,,10.0,533336.0
IMV-11513,Riacho Fundo,Apartamento,105.0,2.0,2.0,,,404553.0
IMV-11514,Gama,Apartamento,148.0,1.0,1.0,1.0,39.0,410387.0
IMV-11515,,Casa,520.0,3.0,,3.0,28.0,533081.0
IMV-11516,Riacho Fundo II,Casa,228.0,4.0,4.0,,27.0,500500.0
IMV-11517,Barro Alto,,499.0,4.0,6.0,4.0,28.0,
IMV-11518,Candangolândia,Apartamento,123.0,1.0,1.0,1.0,24.0,417078.0
IMV-11519,Flores de Goiás,Casa,427.0,5.0,5.0,3.0,,508644.0
IMV-11520,Park Way,Casa,529.0,4.0,6.0,4.0,36.0,3361929.0
IMV-11521,Jardim Botânico,Casa,407.0,4.0,4.0,3.0,16.0,2451109.0
IMV-11522,Cristalina,Casa,232.0,4.0,4.0,,7.0,
IMV-11523,Água Fria de Goiás,Casa,392.0,5.0,5.0,2.0,17.0,606057.0
IMV-11524,Planaltina (GO),Casa,581.0,5.0,5.0,2.0,23.0,
IMV-11525,Alexânia,Casa,242.0,4.0,4.0,3.0,39.0,487076.0
IMV-11526,,Apartamento,45.0,1.0,1.0,1.0,36.0,254252.0
IMV-11527,Pirenópolis,Casa,379.0,5.0,5.0,2.0,10.0,1351985.0
IMV-11528,Park Way,Casa,556.0,3.0,4.0,4.0,33.0,3272612.0
IMV-11529,Samambaia,Apartamento,69.0,3.0,2.0,1.0,23.0,216456.0
IMV-11530,Asa Sul,Apartamento,170.0,1.0,1.0,2.0,10.0,1724717.0
IMV-11531,Alto Paraíso de Goiás,Casa,141.0,,4.0,2.0,7.0,586143.0
IMV-11532,Abadiânia,Casa,149.0,4.0,6.0,3.0,22.0,270306.0
IMV-11533,Cidade Ocidental,Casa,534.0,5.0,5.0,4.0,38.0,1148067.0
IMV-11534,Barro Alto,Casa,391.0,3.0,4.0,4.0,27.0,619278.0
IMV-11535,Santo Antônio do Descoberto,Casa,526.0,5.0,,,3.0,1216856.0
IMV-11536,Goianésia,Casa,391.0,3.0,5.0,3.0,9.0,901217.0
IMV-11537,Planaltina,Casa,226.0,,7.0,4.0,39.0,
IMV-11538,Noroeste,Apartamento,129.0,2.0,1.0,1.0,31.0,1220879.0
IMV-11539,Simolândia,Casa,556.0,3.0,5.0,4.0,19.0,720953.0
IMV-11540,Cabeceira Grande,Casa,464.0,5.0,6.0,3.0,24.0,606123.0
IMV-11541,Cidade Ocidental,Casa,133.0,,5.0,2.0,4.0,407329.0
IMV-11542,,Apartamento,64.0,4.0,1.0,0.0,10.0,223817.0
IMV-11543,Vila Boa,Casa,439.0,3.0,5.0,2.0,15.0,614677.0
IMV-11544,Padre Bernardo,Casa,481.0,5.0,7.0,3.0,19.0,
IMV-11545,Samambaia,,115.0,,1.0,1.0,5.0,488365.0
IMV-11546,São Sebastião,Casa,156.0,3.0,5.0,2.0,31.0,422882.0
IMV-11547,Niquelândia,Casa,526.0,5.0,5.0,4.0,17.0,751032.0
IMV-11548,Asa Sul,Apartamento,88.0,4.0,4.0,,19.0,906661.0
IMV-11549,Simolândia,Casa,415.0,3.0,3.0,3.0,28.0,497457.0
IMV-11550,Lago Norte,Casa,321.0,5.0,6.0,2.0,25.0,2460802.0
IMV-11551,Alexânia,Casa,496.0,5.0,5.0,2.0,24.0,1109793.0
IMV-11552,Ponte Alta,,121.0,5.0,7.0,4.0,0.0,297192.0
IMV-11553,Águas Lindas de Goiás,Casa,366.0,3.0,,4.0,28.0,609203.0
IMV-11554,Pirenópolis,Casa,552.0,3.0,4.0,2.0,9.0,2135405.0
IMV-11555,Pirenópolis,Casa,492.0,5.0,7.0,3.0,0.0,2316824.0
IMV-11556,Sobradinho II,Casa,548.0,4.0,6.0,4.0,24.0,1625528.0
IMV-11557,Novo Gama,Casa,400.0,3.0,4.0,2.0,,836281.0
IMV-11558,Varjão,Apartamento,96.0,3.0,3.0,1.0,,246861.0
IMV-11559,Guará,Apartamento,144.0,3.0,3.0,,17.0,
IMV-11560,Sobradinho II,Casa,428.0,4.0,4.0,2.0,1.0,1483311.0
IMV-11561,Cocalzinho de Goiás,,184.0,3.0,3.0,2.0,26.0,304155.0
IMV-11562,Vila Boa,Casa,243.0,5.0,5.0,,,235323.0
IMV-11563,26 de Setembro,Casa,360.0,5.0,6.0,4.0,30.0,621491.0
IMV-11564,Itapoã,Apartamento,84.0,1.0,1.0,2.0,6.0,210267.0
IMV-11565,Itapoã,Casa,279.0,4.0,,2.0,3.0,
IMV-11566,,Apartamento,55.0,3.0,1.0,0.0,20.0,602122.0
IMV-11567,SCIA / Estrutural,Casa,358.0,5.0,5.0,4.0,22.0,637198.0
IMV-11568,Samambaia,Apartamento,152.0,2.0,2.0,1.0,15.0,545244.0
IMV-11569,Goianésia,Casa,247.0,4.0,6.0,2.0,33.0,382361.0
IMV-11570,Vila Boa,Casa,583.0,3.0,3.0,2.0,31.0,653660.0
IMV-11571,Pirenópolis,Casa,323.0,5.0,5.0,3.0,,1469163.0
IMV-11572,Sol Nascente / Pôr do Sol,Apartamento,61.0,4.0,3.0,1.0,36.0,91488.0
IMV-11573,Abadiânia,Casa,399.0,5.0,5.0,4.0,28.0,592253.0
IMV-11574,Ceilândia,Casa,226.0,3.0,4.0,2.0,5.0,932577.0
IMV-11575,Sobradinho II,Casa,533.0,5.0,5.0,2.0,33.0,1547489.0
IMV-11576,26 de Setembro,Casa,216.0,5.0,7.0,2.0,18.0,432681.0
IMV-11577,Alexânia,Casa,342.0,4.0,6.0,4.0,27.0,692299.0
IMV-11578,Água Fria de Goiás,Casa,390.0,4.0,5.0,2.0,26.0,595355.0
IMV-11579,Jardim Botânico,Casa,542.0,3.0,5.0,4.0,9.0,3506673.0
IMV-11580,Sudoeste / Octogonal,Apartamento,148.0,4.0,2.0,2.0,14.0,1388959.0
IMV-11581,Recanto das Emas,,110.0,2.0,2.0,1.0,24.0,239392.0
IMV-11582,Samambaia,Apartamento,118.0,,3.0,2.0,38.0,380768.0
IMV-11583,Cristalina,Casa,569.0,5.0,6.0,3.0,16.0,1422085.0
IMV-11584,Barro Alto,Casa,414.0,5.0,6.0,2.0,15.0,720190.0
IMV-11585,Águas Claras,Apartamento,161.0,1.0,,1.0,14.0,1262090.0
IMV-11586,Itapoã,Apartamento,78.0,,3.0,1.0,12.0,232653.0
IMV-11587,Mimoso de Goiás,Casa,159.0,5.0,7.0,2.0,0.0,
IMV-11588,Riacho Fundo,Casa,249.0,3.0,5.0,2.0,0.0,871185.0
IMV-11589,Varjão,Apartamento,146.0,1.0,,2.0,2.0,510232.0
IMV-11590,,Apartamento,102.0,2.0,1.0,1.0,3.0,464723.0
IMV-11591,Vicente Pires,Casa,475.0,4.0,6.0,3.0,27.0,1616404.0
IMV-11592,Arniqueira,Casa,562.0,,5.0,3.0,24.0,2327232.0
IMV-11593,Padre Bernardo,Casa,,4.0,6.0,3.0,40.0,566204.0
IMV-11594,Samambaia,Apartamento,42.0,3.0,2.0,0.0,12.0,143078.0
IMV-11595,Cristalina,Casa,272.0,5.0,6.0,4.0,37.0,632079.0
IMV-11596,,Casa,382.0,3.0,4.0,3.0,,
IMV-11597,SCIA / Estrutural,Apartamento,,2.0,2.0,1.0,11.0,123081.0
IMV-11598,Sol Nascente / Pôr do Sol,,399.0,4.0,6.0,2.0,34.0,642369.0
IMV-11599,Planaltina,Apartamento,143.0,2.0,2.0,2.0,29.0,322957.0
IMV-11600,,,106.0,4.0,4.0,2.0,30.0,658668.0
IMV-11601,Água Quente,Casa,467.0,4.0,6.0,3.0,29.0,646465.0
IMV-11602,Águas Claras,Apartamento,40.0,3.0,,0.0,23.0,272789.0
IMV-11603,Ceilândia,Casa,532.0,5.0,7.0,4.0,31.0,1516736.0
IMV-11604,Novo Gama,,409.0,3.0,5.0,2.0,7.0,919754.0
IMV-11605,Luziânia,Casa,498.0,3.0,5.0,3.0,15.0,1261091.0
IMV-11606,Santa Maria,Casa,211.0,5.0,5.0,3.0,26.0,615172.0
IMV-11607,Santo Antônio do Descoberto,Casa,521.0,5.0,6.0,2.0,27.0,995685.0
IMV-11608,Santa Maria,Casa,293.0,4.0,,4.0,37.0,
IMV-11609,Cabeceira Grande,Casa,214.0,3.0,,3.0,8.0,331016.0
IMV-11610,Águas Claras,Apartamento,111.0,1.0,1.0,2.0,17.0,812707.0
IMV-11611,,Casa,222.0,5.0,7.0,4.0,37.0,348197.0
IMV-11612,,Casa,539.0,3.0,5.0,4.0,2.0,938264.0
IMV-11613,São Sebastião,Apartamento,161.0,2.0,2.0,2.0,,
IMV-11614,SIA,Apartamento,115.0,4.0,4.0,1.0,33.0,465355.0
IMV-11615,Itapoã,Apartamento,119.0,4.0,3.0,2.0,13.0,320597.0
IMV-11616,Arniqueira,Casa,460.0,3.0,3.0,4.0,24.0,1698835.0
IMV-11617,Riacho Fundo,Apartamento,49.0,1.0,1.0,0.0,39.0,149808.0
IMV-11618,Recanto das Emas,Apartamento,117.0,1.0,1.0,1.0,35.0,257416.0
IMV-11619,Niquelândia,Casa,201.0,5.0,7.0,2.0,14.0,297766.0
IMV-11620,Pirenópolis,Casa,561.0,5.0,5.0,2.0,18.0,2006718.0
IMV-11621,Santa Maria,,596.0,5.0,6.0,2.0,27.0,1439904.0
IMV-11622,Águas Lindas de Goiás,Apartamento,66.0,2.0,1.0,0.0,12.0,135329.0
IMV-11623,Recanto das Emas,Casa,518.0,3.0,3.0,2.0,8.0,1441994.0
IMV-11624,SCIA / Estrutural,Apartamento,115.0,4.0,4.0,1.0,37.0,225815.0
IMV-11625,Cruzeiro,,98.0,2.0,1.0,1.0,27.0,590497.0
IMV-11626,Candangolândia,Casa,134.0,3.0,3.0,3.0,4.0,607670.0
IMV-11627,Cabeceiras,Casa,595.0,5.0,7.0,4.0,17.0,861464.0
IMV-11628,Ponte Alta,Casa,,4.0,4.0,2.0,34.0,580707.0
IMV-11629,Ponte Alta,,302.0,4.0,5.0,2.0,25.0,
IMV-11630,Vila Propício,Casa,246.0,5.0,5.0,2.0,15.0,363530.0
IMV-11631,Valparaíso de Goiás,Apartamento,64.0,1.0,1.0,0.0,15.0,172874.0
IMV-11632,Park Way,Casa,593.0,4.0,6.0,3.0,35.0,3976457.0
IMV-11633,Sobradinho II,Casa,534.0,3.0,3.0,4.0,29.0,1554246.0
IMV-11634,Vila Propício,Casa,465.0,4.0,6.0,3.0,0.0,799599.0
IMV-11635,Itapoã,Apartamento,156.0,3.0,1.0,2.0,36.0,358157.0
IMV-11636,Núcleo Bandeirante,Apartamento,121.0,4.0,1.0,1.0,0.0,
IMV-11637,Núcleo Bandeirante,Apartamento,173.0,4.0,1.0,2.0,15.0,651308.0
IMV-11638,Lago Norte,Casa,535.0,3.0,4.0,,33.0,4334758.0
IMV-11639,Padre Bernardo,Casa,328.0,4.0,5.0,4.0,14.0,622751.0
IMV-11640,Fercal,Casa,204.0,3.0,5.0,3.0,4.0,479175.0
IMV-11641,Águas Claras,Apartamento,56.0,3.0,3.0,,35.0,369726.0
IMV-11642,Ponte Alta,,576.0,5.0,7.0,3.0,26.0,1159968.0
IMV-11643,Samambaia,Apartamento,72.0,2.0,2.0,1.0,5.0,268512.0
IMV-11644,Ponte Alta,Casa,597.0,4.0,5.0,3.0,36.0,1049299.0
IMV-11645,Vicente Pires,Casa,391.0,4.0,6.0,4.0,25.0,1349883.0
IMV-11646,Formosa,Casa,436.0,4.0,5.0,,,1072842.0
IMV-11647,Água Fria de Goiás,Casa,480.0,5.0,5.0,4.0,26.0,563126.0
IMV-11648,Formosa,Casa,374.0,3.0,5.0,2.0,36.0,983005.0
IMV-11649,Águas Lindas de Goiás,Apartamento,99.0,1.0,1.0,2.0,31.0,
IMV-11650,Alto Paraíso de Goiás,Casa,249.0,,6.0,2.0,25.0,781843.0
IMV-11651,Água Quente,,559.0,4.0,6.0,,33.0,925847.0
IMV-11652,Simolândia,Casa,176.0,4.0,6.0,4.0,37.0,222342.0
IMV-11653,Alexânia,Casa,416.0,4.0,6.0,4.0,11.0,1147885.0
IMV-11654,Padre Bernardo,Casa,217.0,3.0,4.0,3.0,9.0,472499.0
IMV-11655,Flores de Goiás,Casa,121.0,4.0,5.0,3.0,9.0,193727.0
IMV-11656,Luziânia,Casa,168.0,5.0,5.0,2.0,39.0,346419.0
IMV-11657,Santa Maria,Apartamento,53.0,3.0,1.0,1.0,26.0,117053.0
IMV-11658,Água Quente,Casa,327.0,4.0,5.0,3.0,30.0,436838.0
IMV-11659,Planaltina (GO),Casa,319.0,4.0,5.0,2.0,11.0,645331.0
IMV-11660,Pirenópolis,Casa,599.0,4.0,4.0,3.0,9.0,2357382.0
IMV-11661,Pirenópolis,Casa,391.0,5.0,7.0,4.0,6.0,1866056.0
IMV-11662,Pirenópolis,,147.0,3.0,,3.0,11.0,513394.0
IMV-11663,Cocalzinho de Goiás,Casa,400.0,4.0,4.0,2.0,24.0,628931.0
IMV-11664,Arapoangas,Casa,528.0,4.0,5.0,4.0,39.0,1110792.0
IMV-11665,Abadiânia,Casa,221.0,3.0,5.0,3.0,29.0,380466.0
IMV-11666,Cocalzinho de Goiás,,387.0,,6.0,,11.0,832769.0
